,attachment_id,text,label_encoded,split
147,5f6afb9e-6210-46ad-8307-544bcd31cadd,Б,1,val
148,a963b772-b11e-4760-acc4-172da5daab40,Б,1,train
149,31ae5ae4-f4ee-45b3-b43e-a085c7b2b637,Б,1,train
150,de9f7f5e-18ee-476a-88f1-aaf55c701853,Б,1,train
151,0012d479-de1e-40cb-8450-851fd3bd9b7c,Б,1,train
152,fd2db3fb-3d86-4544-81f3-45f8b8acf3c3,Б,1,train
153,fba120ed-ddab-41f1-9f28-19fa6f8a9f88,Б,1,train
154,e1f82a3b-602b-487b-992b-09c7f845d961,Б,1,train
155,61920440-8df0-4333-ba5d-240e28955b8b,Б,1,train
156,993bb481-e37d-4864-a473-37ffcb0167f4,Б,1,train
157,6787e783-ddf0-48e3-8b3f-a4c89b38d80b,Б,1,train
158,7dcec297-aee0-4ff2-b1d0-5e5ce7a398eb,Б,1,train
159,d7321750-b261-4a1d-a75e-5c6922d380c6,Б,1,test
160,8925534a-8a23-418a-b83f-b51f9d7d48ed,Б,1,train
161,6fb7bae4-3378-4f09-8260-c8db161f42f2,Б,1,train
162,a5919352-482f-4352-a537-bafe6bd9b587,Б,1,train
163,bf9c9cb9-5c6c-45ba-8d3f-944e5aa71647,Б,1,train
164,8a3229e9-2693-46a3-96ec-b76af0dbbfa1,Б,1,train
165,20486692-1451-41d4-8267-e49b29bfdf81,Б,1,train
166,f308d5ee-b472-4b02-9293-4bbb7855f87d,Б,1,train
167,b9518907-bc53-459e-bbc3-896c1639b739,Б,1,train
168,9aff4406-9634-49b0-9b01-790ad3ef875b,Б,1,train
169,2b234e4f-593d-4ec6-b2dc-0f346a81ee96,Б,1,train
170,49a88c58-f6e7-4b70-a42c-6f3a192e7060,Б,1,train
171,c85f7444-3ce9-45a5-a1f5-c4791f36e519,Б,1,test
172,18c8d1b1-4d0f-4e1d-85c1-bca34ecb1436,Б,1,train
173,5c0d9721d406c54726409b5485f5e888,Б,1,train
174,066980ac531c42e1ead9a2e8eab7696f,Б,1,train
175,c5cd018380c845b3cf65e887ea113e54,Б,1,train
176,20f6aef9fea771520c7f33a6b0fc0d36,Б,1,train
177,0e35a5a893cb5e78f929fce016590a5e,Б,1,train
178,a249ecf62a26754d8b3d1b063e5b9aa2,Б,1,train
179,36309d83aa19b2de522eb050f96cd9e1,Б,1,train
180,2d3e645cb18309d7f9497eed16d8de43,Б,1,train
181,90b8cdb94879b16293e36bd5e6102849,Б,1,val
182,d0ba479d9203ea9e2467ecdd22e85ad9,Б,1,train
183,ac4a0df5d5201c6a4f12a28ffcf817ed,Б,1,train
184,88f0e52b269b2f3613dbde087e65ea98,Б,1,train
185,88bae84cada173310b59d5e234ea9cb5,Б,1,train
186,4c3c0053a9818f3c82db60fb4c0cb4f4,Б,1,train
187,618eac24322955fc6020e34edc94fbc7,Б,1,train
188,29f390c46ac5b164e8c3ac77ab4d3960,Б,1,train
189,e51696979af5a3a28502035233b2ee00,Б,1,train
190,100fec9535a40011c62302a0631035f1,Б,1,train
191,648fbb2d-f45a-4727-8426-375a80254c61,Б,1,train
192,fc5c7327-7218-4609-aa43-985d21e74250,Б,1,test
193,eaf0ceb8-9660-483d-9ac8-06fd53113148,Б,1,train
194,9f832787-2a06-41a3-8560-4d592d08da6e,Б,1,train
195,a60d63ac-4cec-46fb-8514-9524e8e8bc37,Б,1,train
196,69c7804e-777c-4c72-88be-ae88adde69a6,Б,1,train
197,b98b2022-83e6-4f80-b817-7bae73b591c6,Б,1,train
198,cda80966-42f0-43d7-9db1-8097a3f441df,Б,1,train
199,357b45e5-20a0-4f76-8356-87ffb1ad3409,Б,1,val
200,0ba11e9c-0fcb-4b0c-8c5e-a0e59988ec01,Б,1,train
201,cd0dd289-1286-4219-bfb6-5b3bc3672704,Б,1,train
202,065a0dbd-144a-411a-89c9-c74d1945ceac,Б,1,train
203,a66e0427-f287-4975-8840-4481491b359e,Б,1,train
204,4a680067-e6fa-4878-a1bc-97e7166d7f89,Б,1,val
205,cc42270e-e0d4-4254-89b7-d88592c8bfa5,Б,1,train
206,a21b1dee-5b3c-4219-8c9e-9e42792deed8,Б,1,train
207,82a92eba-2a84-421b-87e6-c1a263ed90cb,Б,1,train
208,c41db11a-f942-4019-bd94-c423a8971e81,Б,1,test
209,491c8e44-e9ac-4c92-b3f5-42eefbfbd180,Б,1,train
210,bf6747f7-b2ba-499f-9565-6ffa16e1262f,Б,1,train
211,4d310677-e313-4f70-af22-e0ce00b922fd,Б,1,train
212,6b31ec5c-f620-4edc-baef-5a91c5dda496,Б,1,train
213,9f5a90a2-6233-4c1b-8e9c-5e448195a4a5,Б,1,train
214,c486daf0-b1c1-47c5-9525-8c436cd3c72e,Б,1,train
215,b8e4433d-81a5-41f5-800a-a5798ae5615f,Б,1,train
216,1acf302b-b021-4c27-9b6a-9105caebf25f,Б,1,train
217,4c5f3fe6-0322-4e54-a6a1-e6ad68359454,Б,1,train
218,20e0bcd0-3b9d-451e-8c29-47d2a641433f,Б,1,train
219,a281e666-36fe-4f56-8c2d-65217ec3a8db,Б,1,train
220,90314be1-b980-4f50-a8a2-6ecbcdfaec1d,Б,1,train
221,e4fb7d93-475f-4ba8-a26f-0d1fd7bf286a,Б,1,train
222,f276ecf7c5b74ff87c98bb91251a63e9,Б,1,train
223,f757f7f844c9b788ff6ada98575c8a06,Б,1,train
224,b9dce55985c2bf9af14454dbc8e0c2b1,Б,1,test
225,7bef9205-42a9-4812-9b60-f7e4968bc35a,В,2,train
226,918f500c-289b-458c-8d0c-7875450d071f,В,2,val
227,4bbaee59-7610-4bcb-ba8c-ebcba3870e74,В,2,test
228,a3871b4b-c060-43f0-9f99-d3695c7273bb,В,2,test
229,f3bf9497-a565-4c91-baef-45649e5b06b8,В,2,test
230,d73e37ce-3e3e-407a-a144-377aa0843cf5,В,2,train
231,673ea0cd-3484-443b-b8da-e5518f7e0d7b,В,2,test
232,0a1b79d6-3b30-4fc8-8755-365c17884892,В,2,test
233,2821d9bf-2f5a-4ad1-bafb-6388c8554d6d,В,2,test
234,8dd1b70b-062b-421f-a985-d68daceb12e8,В,2,train
235,acd68cb4-a383-4725-b0f1-e1078eb867d2,В,2,test
236,38fa29d6-0fb1-4ac8-ad0d-1fa490163ad6,В,2,test
237,d0f09a78-47a3-4673-a6c3-afa2ffc39101,В,2,test
238,69f0acac-e5b0-4efc-846e-011eade40911,В,2,test
239,d10f6e2e-9cc8-4f0c-845a-da412d280595,В,2,test
240,47f4805e-047f-4306-b01e-c2564e78d002,В,2,test
241,636be944-2fb7-4843-8bf9-5bf504ce4159,В,2,test
242,0bbf8345-9ae7-460d-a593-7fec049f2aa6,В,2,test
243,92f4d137-ca68-4463-b6c5-e594c43d45cd,В,2,train
244,5a930e7c-7dfc-4c0e-808e-7525077f7b8f,В,2,train
245,47965d4c-dabd-4bb9-a145-36dd0d2b848a,В,2,train
246,266f493d-17c3-4aa5-9a59-4fbca9710154,В,2,train
247,7b488158-23d7-47da-8a35-486d053161e9,В,2,test
248,89baa1bb-746f-44c1-8c24-3183bf2356fa,В,2,train
249,5dfcb5c2-2624-42c4-89d2-16d8a0d3d8bc,В,2,train
250,f9e4ab4c-3dc1-49a6-bf00-fe306b536bb1,В,2,train
251,b297981b-5224-41e6-b2dd-e43556bd636f,В,2,train
252,545fb925-bbc4-41d5-91f1-6a007b3e958a,В,2,train
253,1edbe1b4-5d96-4c0d-b358-18a82fbf7bd8,В,2,train
254,fc512e01-32e8-443d-a090-5f13040d1c67,В,2,train
255,035482ce-2f89-44ef-bb49-e9a14cf9dd99,В,2,train
256,af2af165-9e7a-4a14-be3e-7a1d17edb1d4,В,2,train
257,0cdace29-a12a-44d9-9eee-e9f272094427,В,2,train
258,ad601183-c41b-493d-8bb8-043f3cc0d4ea,В,2,val
259,49695464-065d-47de-8549-5954670f6ba8,В,2,train
260,008dbdf0-66d7-4a3c-894d-8b757884ac66,В,2,train
261,fe5a31f9-be36-4b5e-9edc-f71c355ec0ea,В,2,train
262,e8cf7503-a2ea-460f-9704-807550664aab,В,2,train
263,3e04520e-0084-4e6e-a06e-622c257ec1de,В,2,test
264,27e618e4-89e8-43d3-b1c9-bbf2e841849c,В,2,train
265,dca9bc17-6bd0-4971-b227-51c27d74bebe,В,2,val
266,6ecdca2d-6e25-4bc9-b9f9-53a6c1238ff5,В,2,train
267,7fa1fbae-f72d-4798-b64d-e9c330339ec3,В,2,train
268,e9942721-3615-4732-8978-fab549c52a0e,В,2,train
269,c93cc7cc-4f6c-4fbe-8b4e-b88daa4e214b,В,2,train
270,a9d75786-9a57-4f96-b6a1-faaca4c0938f,В,2,val
271,f349b2e0-5480-417d-b729-07a65c4bcd56,В,2,train
272,f702ea0d-12bc-4cfa-ac2a-9bac39f945ab,В,2,test
273,23c67ada-51b3-4810-9543-972cadb87ef3,В,2,train
274,1c10850e-219b-4c42-8695-5db8f7388936,В,2,train
275,882b69f6-ccd6-4e3f-aeb6-c83456342f6d,В,2,train
276,c8531342f2857e33299f27c9df9fe04e,В,2,train
277,25693bf6794361f199b6520bf97f5023,В,2,train
278,77c08afad731a21bec35df79495982ae,В,2,train
279,8b32ae5fba3d76c21979156ab0eca9c6,В,2,train
280,79655865b0e4e821791b9ff6e3c1810e,В,2,test
281,5c00d5e45c4c53113cedc7fefb32a8bb,В,2,train
282,493a18bbbcd151ff56292243988d862c,В,2,train
283,d94a6d74cf2bb1f91dda2badc36d4717,В,2,train
284,8674f0584d041a70c060dd8fe4095825,В,2,train
285,8e236beb4962dc23a56a6e379be8aca7,В,2,train
286,93cd665f1ba35eef03025b485b5ac800,В,2,train
287,bee4831ea0af90271f5b7750a6f7411e,В,2,train
288,950a02cba1d56775e6417868bd8da9fb,В,2,train
289,080e731f2f2f713d7bbcff9723ae0236,В,2,train
290,1bbbe73c1e0f67b949a6c8745221b1c3,В,2,train
291,082e44607bb6466aab9df41cfa16d5a7,В,2,train
292,54457c986647cc801dffd6bec1429413,В,2,train
293,c52cd2557e8072d55803bcba4b36e9d8,В,2,val
294,77ee4c70d599a082601c9e3746c60a55,В,2,train
295,fb173c84-45ed-46c6-b018-1f500b333505,В,2,train
296,0e839452-9dd4-4440-850c-19b4f872c3a8,В,2,train
297,7d766681-2072-4883-aa57-e4d1ce76dd33,В,2,train
298,19e52f1a-edb2-4a2d-bb5c-a5008cb1865f,В,2,train
299,579a7e1d-a2f5-4932-9d8e-25099e525f05,В,2,train
300,eb565714-a903-478f-bdce-5c0f367efe0a,В,2,train
301,a7dcadd4-a3f1-44fe-a9e8-ff231f6d74ba,В,2,val
302,9824d919-bf06-4531-b818-5391d8a3cbc3,В,2,train
303,ef0601ba-ac74-4fec-b963-31248b1e8940,В,2,train
304,4cb6ddc1-1690-49db-acbf-3ff8356ebee8,В,2,train
305,c6e787f7-66bd-49cc-85a0-162775e46c4b,В,2,train
306,728363ba-382b-4acb-968b-7b12509a49a6,В,2,train
307,d5b7c72b-b58d-4322-ada0-2482c7759128,В,2,train
308,0c7df2a2-e7ce-476d-bd82-ed35f4b217c2,В,2,train
309,8a01800c-52c3-4bb1-976a-38ab10e48468,В,2,train
310,66925434-68ac-4503-8a2c-44e12bc5cdf2,В,2,train
311,b3f4ddeb-ae15-4a9e-8d7a-9a0b88f6c204,В,2,train
312,b60bed92-cd58-45a9-8f34-f9358d09f0a3,В,2,train
313,52c4de1c-9ae1-49b9-aa6d-b37160717922,В,2,train
314,74d134d9-7dc1-4042-a607-d1926ffc8723,В,2,train
315,e29032c2-11dd-4c4a-8dab-0e218c8f48cf,В,2,train
316,4ecc5daa-4693-4512-a517-6c422b634731,В,2,train
317,c84cc1ce-e0ac-4d14-9930-08365a152a75,В,2,train
318,6ab95dec-79ce-431f-ab69-911255cdc270,В,2,train
319,62186d7a-4389-4524-b0da-719c3a60b2dc,В,2,test
320,cf4ede90-3e93-4041-8685-b678db2fb09b,В,2,train
321,637c386b-e34b-4eed-86b9-ae6290a2df44,В,2,val
322,3ab6f92b-e2d8-4e61-86da-a19ecf0ce661,В,2,train
323,5beddc3d-f4c5-4d5f-91e9-f729a34703e8,В,2,train
324,78cc5e3a-d80d-4176-8e90-3a8d7b8bf79a,В,2,train
325,626c7748-cecb-4855-b253-d400465dabba,В,2,train
326,2ef17cc9-a460-4879-91c2-3d3d1783d3bd,В,2,train
327,a3c177c4-a0ab-48b4-bbd3-a67c33117148,В,2,train
328,3ca2f120-15d0-44b5-8143-694b950a2ae7,В,2,train
329,1c381d63-3659-49f0-a6af-15fe0646623e,В,2,val
330,31acd699-d92d-4b46-99e9-59cb69f422f0,В,2,train
331,12985333-d4a5-41f4-841f-787b3794048c,В,2,train
332,1ed7e378-3a85-449c-b611-d5bb865bbc0d,В,2,train
333,7f608219-9bed-4c0e-8345-3f9b88552b6c,В,2,train
334,7fe2e72d-2d9c-4c27-8b88-b11d2565d464,В,2,train
335,502dd4ac-b376-4b68-ad3d-ff982911527f,В,2,train
336,02208d5d77757052f72d02e439def914,В,2,train
337,7a378095ed063e64f6d49e964ab2b257,В,2,train
338,13eb52b4e49f5b948b2e81ed10ebf3b2,В,2,test
339,a76a78b2-4546-48bf-a77a-a4bb9dd26220,Г,3,train
340,b2278742-7685-43f9-823e-e957d9862b66,Г,3,test
341,5cc93e00-3d85-45d8-b1ea-df2ce3fe374b,Г,3,test
342,88ea78e4-1bc5-48fa-88bd-d2a643c3dbef,Г,3,train
343,b31f3f48-3b3e-4938-bd7c-a294686bbc92,Г,3,test
344,7804f4a2-5eb8-4924-b554-a06d42bd9d56,Г,3,test
345,80ae9a69-ea93-41fe-bbea-ec6ebc45d8b1,Г,3,test
346,26391770-6239-4c9f-93d5-19be1058980f,Г,3,test
347,a445a9f7-0027-4307-a81c-6e7e06081dde,Г,3,test
348,887b8890-8b2b-4490-9073-54e58e29996f,Г,3,test
349,99dfb83e-ca88-42df-a6a7-718e31c179cc,Г,3,test
350,972b4959-1864-4d43-819d-52391e9b9b3d,Г,3,test
351,7f71d47a-2381-4881-8301-96ddb7f559b9,Г,3,test
352,f063c50d-eb2d-483c-90b9-b714c93ebc92,Г,3,test
353,5fdee528-19fa-4a07-b05e-31f69f448e99,Г,3,test
354,ced73815-b4d1-451d-bd9c-cf97a889d1e3,Г,3,train
355,b64138c9-8f16-48f8-a76e-8d34b95b0b24,Г,3,val
356,765f62d7-3eb7-45ba-9879-c5a1762e500a,Г,3,test
357,4918f7b2-a129-4afc-a6f1-245f2e4a0173,Г,3,train
358,e1aa1f08-be60-49e0-a555-388f5cc39c86,Г,3,test
359,6fe5b14e-aa13-45dd-8035-3d1ab5b096c6,Г,3,train
360,99760140-eec3-4857-9710-019c67fec84b,Г,3,train
361,3a617512-a0d9-4e44-bfa2-4f1a8b370688,Г,3,train
362,23110f34-1501-49f7-a1b8-aa8335d780a4,Г,3,train
363,ff88ae1d-e516-4978-b2dd-8b8cf3abdd3c,Г,3,train
364,0ae8cb87-adc7-4bb7-b702-384ef24faa04,Г,3,train
365,fa103a01-1365-4ac4-bcd3-1ac4c10bc9be,Г,3,train
366,f1de9bc3-33bb-4598-89e8-5687d760fcd5,Г,3,train
367,927c0ff0-89bf-46c2-8cb5-e06617065541,Г,3,train
368,cf67bf84-ae77-4dab-bd25-2fb1d7b73a91,Г,3,train
369,a9af303d-9b41-491a-a6c4-4262f21ec68f,Г,3,train
370,f3ebc9ec-0928-4c04-9b6d-3836866cabef,Г,3,train
371,20bc9e39-d731-45d6-b2d1-42933f4fa4b7,Г,3,train
372,f70191bd-c4c2-48cf-80fa-ab3dce8f4a68,Г,3,val
373,873b8682-0eb4-422c-bdf5-2014ceabeaff,Г,3,train
374,7c7bca39-288f-4cb8-b05a-d56cf33e37aa,Г,3,train
375,6cbb037d-3d0f-49d7-8acb-976ebb678782,Г,3,train
376,63a5e074-4b0f-47bb-a69e-44a20d44c04c,Г,3,train
377,3334ce13-2ef1-488a-82ec-174b02ccba85,Г,3,train
378,5a305729-7a00-47d2-a3b2-8b9d7499aad8,Г,3,train
379,f079caa5-5567-443b-b83c-81e5e5e5a6da,Г,3,train
380,5a5b7049-d235-43ff-96a6-199550b2440e,Г,3,test
381,e3264938-6ee2-48a5-bff5-d6f87ee01128,Г,3,train
382,8c19c0fe-23fe-4a79-879f-f33d15f6c7e6,Г,3,train
383,afb88757-5b52-4093-a95e-fa6dc0f2d5a4,Г,3,train
384,bfa4beed-33a7-48ff-8f64-2b8df0e9e65f,Г,3,train
385,861f1ce3-efaf-4f80-ba02-5458f23e49da,Г,3,train
386,d334607f-24cd-4f99-abc9-09b7da67e648,Г,3,train
387,af7700f5-4c05-476a-b70d-2c531d23b803,Г,3,train
388,e904b479-d5b6-4519-b90c-22a19009ada2,Г,3,train
389,b9b6d3c1-ac81-4714-b932-a96b9dcafe15,Г,3,train
390,d5afcc14-361f-4461-8b1f-41477a357311,Г,3,train
391,8efdc3d5-d961-4ab8-a88f-e2025190f2de,Г,3,test
392,ad65ab59-eb6f-4020-acae-48a96f1ebf53,Г,3,train
393,24fe03a7-72c1-4ace-a49f-cc25efd6784f,Г,3,val
394,3ec8d0f7-b8f5-417e-8fcd-df5d4cb6355d,Г,3,train
395,db807939-5f66-4eab-967b-ccfe6c42c597,Г,3,train
396,a41cbeb213cce5c2e96796240f715217,Г,3,train
397,b7dca51b6b35ff2f98585064bc629b27,Г,3,train
398,3e61994a6a532da8fadbdffd2ca27fc7,Г,3,train
399,bd6ae5fe2d8e4a52472fc4cc84b7671c,Г,3,val
400,c9f1b37a81111f047e4711d78f3b48eb,Г,3,test
401,85d5c1cb41c35127080754a3846c6480,Г,3,train
402,83f1865cb9ffdcc72cc2940812695078,Г,3,train
